"","mirnaID","accession","species","maturemirna"
"4526","hsa-miR-635","MIMAT0003305","Homo sapiens","miR-635"
"4527","hsa-miR-636","MIMAT0003306","Homo sapiens","miR-636"
"4528","hsa-miR-637","MIMAT0003307","Homo sapiens","miR-637"
"4529","hsa-miR-638","MIMAT0003308","Homo sapiens","miR-638"
"4530","hsa-miR-639","MIMAT0003309","Homo sapiens","miR-639"
"4531","hsa-miR-640","MIMAT0003310","Homo sapiens","miR-640"
"4532","hsa-miR-641","MIMAT0003311","Homo sapiens","miR-641"
"4533","hsa-miR-642a-5p","MIMAT0003312","Homo sapiens","miR-642a-5p"
"4534","hsa-miR-642a-3p","MIMAT0020924","Homo sapiens","miR-642a-3p"
"4535","hsa-miR-643","MIMAT0003313","Homo sapiens","miR-643"
"4536","hsa-miR-644a","MIMAT0003314","Homo sapiens","miR-644a"
"4537","hsa-miR-645","MIMAT0003315","Homo sapiens","miR-645"
"4538","hsa-miR-646","MIMAT0003316","Homo sapiens","miR-646"
"4539","hsa-miR-647","MIMAT0003317","Homo sapiens","miR-647"
"4540","hsa-miR-648","MIMAT0003318","Homo sapiens","miR-648"
"4541","hsa-miR-649","MIMAT0003319","Homo sapiens","miR-649"
"4542","hsa-miR-650","MIMAT0003320","Homo sapiens","miR-650"
"4543","hsa-miR-651-5p","MIMAT0003321","Homo sapiens","miR-651-5p"
"4544","hsa-miR-651-3p","MIMAT0026624","Homo sapiens","miR-651-3p"
"4545","hsa-miR-652-5p","MIMAT0022709","Homo sapiens","miR-652-5p"
"4546","hsa-miR-652-3p","MIMAT0003322","Homo sapiens","miR-652-3p"
"4547","hsa-miR-548d-5p","MIMAT0004812","Homo sapiens","miR-548d-5p"
"4548","hsa-miR-548d-3p","MIMAT0003323","Homo sapiens","miR-548d-3p"
"4549","hsa-miR-661","MIMAT0003324","Homo sapiens","miR-661"
"4550","hsa-miR-662","MIMAT0003325","Homo sapiens","miR-662"
"4551","hsa-miR-663a","MIMAT0003326","Homo sapiens","miR-663a"
"4552","hsa-miR-449b-5p","MIMAT0003327","Homo sapiens","miR-449b-5p"
"4553","hsa-miR-449b-3p","MIMAT0009203","Homo sapiens","miR-449b-3p"
"4554","hsa-miR-653-5p","MIMAT0003328","Homo sapiens","miR-653-5p"
"4555","hsa-miR-653-3p","MIMAT0026625","Homo sapiens","miR-653-3p"
"4556","hsa-miR-411-5p","MIMAT0003329","Homo sapiens","miR-411-5p"
"4557","hsa-miR-411-3p","MIMAT0004813","Homo sapiens","miR-411-3p"
"4558","hsa-miR-654-5p","MIMAT0003330","Homo sapiens","miR-654-5p"
"4559","hsa-miR-654-3p","MIMAT0004814","Homo sapiens","miR-654-3p"
"4560","hsa-miR-655-5p","MIMAT0026626","Homo sapiens","miR-655-5p"
"4561","hsa-miR-655-3p","MIMAT0003331","Homo sapiens","miR-655-3p"
"4562","hsa-miR-656-5p","MIMAT0026627","Homo sapiens","miR-656-5p"
"4563","hsa-miR-656-3p","MIMAT0003332","Homo sapiens","miR-656-3p"
"4564","hsa-miR-549a","MIMAT0003333","Homo sapiens","miR-549a"
"4565","hsa-miR-657","MIMAT0003335","Homo sapiens","miR-657"
"4566","hsa-miR-658","MIMAT0003336","Homo sapiens","miR-658"
"4567","hsa-miR-659-5p","MIMAT0022710","Homo sapiens","miR-659-5p"
"4568","hsa-miR-659-3p","MIMAT0003337","Homo sapiens","miR-659-3p"
"4569","hsa-miR-660-5p","MIMAT0003338","Homo sapiens","miR-660-5p"
"4570","hsa-miR-660-3p","MIMAT0022711","Homo sapiens","miR-660-3p"
"4571","hsa-miR-421","MIMAT0003339","Homo sapiens","miR-421"
"4572","hsa-miR-542-5p","MIMAT0003340","Homo sapiens","miR-542-5p"
"4573","hsa-miR-542-3p","MIMAT0003389","Homo sapiens","miR-542-3p"
"4688","hsa-miR-758-5p","MIMAT0022929","Homo sapiens","miR-758-5p"
"4689","hsa-miR-758-3p","MIMAT0003879","Homo sapiens","miR-758-3p"
"4690","hsa-miR-1264","MIMAT0005791","Homo sapiens","miR-1264"
"4691","hsa-miR-671-5p","MIMAT0003880","Homo sapiens","miR-671-5p"
"4692","hsa-miR-671-3p","MIMAT0004819","Homo sapiens","miR-671-3p"
"4693","hsa-miR-668-5p","MIMAT0026636","Homo sapiens","miR-668-5p"
"4694","hsa-miR-668-3p","MIMAT0003881","Homo sapiens","miR-668-3p"
"4695","hsa-miR-550a-3-5p","MIMAT0020925","Homo sapiens","miR-550a-3-5p"
"4696","hsa-miR-767-5p","MIMAT0003882","Homo sapiens","miR-767-5p"
"4697","hsa-miR-767-3p","MIMAT0003883","Homo sapiens","miR-767-3p"
"4698","hsa-miR-1224-5p","MIMAT0005458","Homo sapiens","miR-1224-5p"
"4699","hsa-miR-1224-3p","MIMAT0005459","Homo sapiens","miR-1224-3p"
"4700","hsa-miR-151b","MIMAT0010214","Homo sapiens","miR-151b"
"4701","hsa-miR-320b","MIMAT0005792","Homo sapiens","miR-320b"
"4702","hsa-miR-320c","MIMAT0005793","Homo sapiens","miR-320c"
"4703","hsa-miR-1296-5p","MIMAT0005794","Homo sapiens","miR-1296-5p"
"4704","hsa-miR-1296-3p","MIMAT0026637","Homo sapiens","miR-1296-3p"
"4705","hsa-miR-1468-5p","MIMAT0006789","Homo sapiens","miR-1468-5p"
"4706","hsa-miR-1468-3p","MIMAT0026638","Homo sapiens","miR-1468-3p"
"4707","hsa-miR-1323","MIMAT0005795","Homo sapiens","miR-1323"
"4708","hsa-miR-1271-5p","MIMAT0005796","Homo sapiens","miR-1271-5p"
"4709","hsa-miR-1271-3p","MIMAT0022712","Homo sapiens","miR-1271-3p"
"4710","hsa-miR-1301-5p","MIMAT0026639","Homo sapiens","miR-1301-5p"
"4711","hsa-miR-1301-3p","MIMAT0005797","Homo sapiens","miR-1301-3p"
"4712","hsa-miR-454-5p","MIMAT0003884","Homo sapiens","miR-454-5p"
"4713","hsa-miR-454-3p","MIMAT0003885","Homo sapiens","miR-454-3p"
"4714","hsa-miR-1185-5p","MIMAT0005798","Homo sapiens","miR-1185-5p"
"4715","hsa-miR-1185-2-3p","MIMAT0022713","Homo sapiens","miR-1185-2-3p"
"4716","hsa-miR-449c-5p","MIMAT0010251","Homo sapiens","miR-449c-5p"
"4717","hsa-miR-449c-3p","MIMAT0013771","Homo sapiens","miR-449c-3p"
"4718","hsa-miR-1283","MIMAT0005799","Homo sapiens","miR-1283"
"4719","hsa-miR-769-5p","MIMAT0003886","Homo sapiens","miR-769-5p"
"4720","hsa-miR-769-3p","MIMAT0003887","Homo sapiens","miR-769-3p"
"4721","hsa-miR-766-5p","MIMAT0022714","Homo sapiens","miR-766-5p"
"4722","hsa-miR-766-3p","MIMAT0003888","Homo sapiens","miR-766-3p"
"4723","hsa-miR-378d","MIMAT0018926","Homo sapiens","miR-378d"
"4724","hsa-miR-1185-1-3p","MIMAT0022838","Homo sapiens","miR-1185-1-3p"
"4725","hsa-miR-762","MIMAT0010313","Homo sapiens","miR-762"
"4726","hsa-miR-802","MIMAT0004185","Homo sapiens","miR-802"
"4727","hsa-miR-670-5p","MIMAT0010357","Homo sapiens","miR-670-5p"
"4728","hsa-miR-670-3p","MIMAT0026640","Homo sapiens","miR-670-3p"
"4729","hsa-miR-1298-5p","MIMAT0005800","Homo sapiens","miR-1298-5p"
"4730","hsa-miR-1298-3p","MIMAT0026641","Homo sapiens","miR-1298-3p"
"4731","hsa-miR-2113","MIMAT0009206","Homo sapiens","miR-2113"
"4732","hsa-miR-761","MIMAT0010364","Homo sapiens","miR-761"
"4733","hsa-miR-764","MIMAT0010367","Homo sapiens","miR-764"
"4734","hsa-miR-759","MIMAT0010497","Homo sapiens","miR-759"
"5351","hsa-miR-765","MIMAT0003945","Homo sapiens","miR-765"
"5352","hsa-miR-770-5p","MIMAT0003948","Homo sapiens","miR-770-5p"
"5763","hsa-miR-675-5p","MIMAT0004284","Homo sapiens","miR-675-5p"
"5764","hsa-miR-675-3p","MIMAT0006790","Homo sapiens","miR-675-3p"
"5894","hsa-miR-298","MIMAT0004901","Homo sapiens","miR-298"
"5895","hsa-miR-891a-5p","MIMAT0004902","Homo sapiens","miR-891a-5p"
"5896","hsa-miR-891a-3p","MIMAT0026717","Homo sapiens","miR-891a-3p"
"5897","hsa-miR-300","MIMAT0004903","Homo sapiens","miR-300"
"5898","hsa-miR-892a","MIMAT0004907","Homo sapiens","miR-892a"
"5899","hsa-miR-450b-5p","MIMAT0004909","Homo sapiens","miR-450b-5p"
"5900","hsa-miR-450b-3p","MIMAT0004910","Homo sapiens","miR-450b-3p"
"5901","hsa-miR-874-5p","MIMAT0026718","Homo sapiens","miR-874-5p"
"5902","hsa-miR-874-3p","MIMAT0004911","Homo sapiens","miR-874-3p"
"5903","hsa-miR-890","MIMAT0004912","Homo sapiens","miR-890"
"5904","hsa-miR-891b","MIMAT0004913","Homo sapiens","miR-891b"
"5905","hsa-miR-888-5p","MIMAT0004916","Homo sapiens","miR-888-5p"
"5906","hsa-miR-888-3p","MIMAT0004917","Homo sapiens","miR-888-3p"
"5907","hsa-miR-892b","MIMAT0004918","Homo sapiens","miR-892b"
"5908","hsa-miR-541-5p","MIMAT0004919","Homo sapiens","miR-541-5p"
"5909","hsa-miR-541-3p","MIMAT0004920","Homo sapiens","miR-541-3p"
"5910","hsa-miR-889-5p","MIMAT0026719","Homo sapiens","miR-889-5p"
"5911","hsa-miR-889-3p","MIMAT0004921","Homo sapiens","miR-889-3p"
"5912","hsa-miR-875-5p","MIMAT0004922","Homo sapiens","miR-875-5p"
"5913","hsa-miR-875-3p","MIMAT0004923","Homo sapiens","miR-875-3p"
"5914","hsa-miR-876-5p","MIMAT0004924","Homo sapiens","miR-876-5p"
"5915","hsa-miR-876-3p","MIMAT0004925","Homo sapiens","miR-876-3p"
"5916","hsa-miR-708-5p","MIMAT0004926","Homo sapiens","miR-708-5p"
"5917","hsa-miR-708-3p","MIMAT0004927","Homo sapiens","miR-708-3p"
"5918","hsa-miR-147b","MIMAT0004928","Homo sapiens","miR-147b"
"5919","hsa-miR-190b","MIMAT0004929","Homo sapiens","miR-190b"
"5943","hsa-miR-744-5p","MIMAT0004945","Homo sapiens","miR-744-5p"
"5944","hsa-miR-744-3p","MIMAT0004946","Homo sapiens","miR-744-3p"
"5945","hsa-miR-885-5p","MIMAT0004947","Homo sapiens","miR-885-5p"
"5946","hsa-miR-885-3p","MIMAT0004948","Homo sapiens","miR-885-3p"
"5947","hsa-miR-877-5p","MIMAT0004949","Homo sapiens","miR-877-5p"
"5948","hsa-miR-877-3p","MIMAT0004950","Homo sapiens","miR-877-3p"
"5949","hsa-miR-887-5p","MIMAT0026720","Homo sapiens","miR-887-5p"
"5950","hsa-miR-887-3p","MIMAT0004951","Homo sapiens","miR-887-3p"
"5951","hsa-miR-665","MIMAT0004952","Homo sapiens","miR-665"
"5952","hsa-miR-873-5p","MIMAT0004953","Homo sapiens","miR-873-5p"
"5953","hsa-miR-873-3p","MIMAT0022717","Homo sapiens","miR-873-3p"
"5954","hsa-miR-543","MIMAT0004954","Homo sapiens","miR-543"
"5955","hsa-miR-374b-5p","MIMAT0004955","Homo sapiens","miR-374b-5p"
"5956","hsa-miR-374b-3p","MIMAT0004956","Homo sapiens","miR-374b-3p"
"5957","hsa-miR-760","MIMAT0004957","Homo sapiens","miR-760"
"5958","hsa-miR-301b-5p","MIMAT0032026","Homo sapiens","miR-301b-5p"
"5959","hsa-miR-301b-3p","MIMAT0004958","Homo sapiens","miR-301b-3p"
"5960","hsa-miR-216b-5p","MIMAT0004959","Homo sapiens","miR-216b-5p"
"5961","hsa-miR-216b-3p","MIMAT0026721","Homo sapiens","miR-216b-3p"
"5962","hsa-miR-208b-5p","MIMAT0026722","Homo sapiens","miR-208b-5p"
"5963","hsa-miR-208b-3p","MIMAT0004960","Homo sapiens","miR-208b-3p"
"6117","hsa-miR-920","MIMAT0004970","Homo sapiens","miR-920"
"6118","hsa-miR-921","MIMAT0004971","Homo sapiens","miR-921"
"6119","hsa-miR-922","MIMAT0004972","Homo sapiens","miR-922"
"6120","hsa-miR-924","MIMAT0004974","Homo sapiens","miR-924"
"6121","hsa-miR-509-3-5p","MIMAT0004975","Homo sapiens","miR-509-3-5p"
"6158","hsa-miR-933","MIMAT0004976","Homo sapiens","miR-933"
"6159","hsa-miR-934","MIMAT0004977","Homo sapiens","miR-934"
"6160","hsa-miR-935","MIMAT0004978","Homo sapiens","miR-935"
"6161","hsa-miR-936","MIMAT0004979","Homo sapiens","miR-936"
"6162","hsa-miR-937-5p","MIMAT0022938","Homo sapiens","miR-937-5p"
"6163","hsa-miR-937-3p","MIMAT0004980","Homo sapiens","miR-937-3p"
"6164","hsa-miR-938","MIMAT0004981","Homo sapiens","miR-938"
"6165","hsa-miR-939-5p","MIMAT0004982","Homo sapiens","miR-939-5p"
"6166","hsa-miR-939-3p","MIMAT0022939","Homo sapiens","miR-939-3p"
"6167","hsa-miR-940","MIMAT0004983","Homo sapiens","miR-940"
"6168","hsa-miR-941","MIMAT0004984","Homo sapiens","miR-941"
"6169","hsa-miR-942-5p","MIMAT0004985","Homo sapiens","miR-942-5p"
"6170","hsa-miR-942-3p","MIMAT0026734","Homo sapiens","miR-942-3p"
"6171","hsa-miR-943","MIMAT0004986","Homo sapiens","miR-943"
"6172","hsa-miR-944","MIMAT0004987","Homo sapiens","miR-944"
"6178","hsa-miR-297","MIMAT0004450","Homo sapiens","miR-297"
"6866","hsa-miR-1178-5p","MIMAT0022940","Homo sapiens","miR-1178-5p"
"6867","hsa-miR-1178-3p","MIMAT0005823","Homo sapiens","miR-1178-3p"
"6868","hsa-miR-1179","MIMAT0005824","Homo sapiens","miR-1179"
"6869","hsa-miR-1180-5p","MIMAT0026735","Homo sapiens","miR-1180-5p"
"6870","hsa-miR-1180-3p","MIMAT0005825","Homo sapiens","miR-1180-3p"
"6871","hsa-miR-1181","MIMAT0005826","Homo sapiens","miR-1181"
"6872","hsa-miR-1182","MIMAT0005827","Homo sapiens","miR-1182"
"6873","hsa-miR-1183","MIMAT0005828","Homo sapiens","miR-1183"
"6874","hsa-miR-1184","MIMAT0005829","Homo sapiens","miR-1184"
"6921","hsa-miR-1225-5p","MIMAT0005572","Homo sapiens","miR-1225-5p"
"6922","hsa-miR-1225-3p","MIMAT0005573","Homo sapiens","miR-1225-3p"
"6925","hsa-miR-1226-5p","MIMAT0005576","Homo sapiens","miR-1226-5p"
"6926","hsa-miR-1226-3p","MIMAT0005577","Homo sapiens","miR-1226-3p"
"6929","hsa-miR-1227-5p","MIMAT0022941","Homo sapiens","miR-1227-5p"
"6930","hsa-miR-1227-3p","MIMAT0005580","Homo sapiens","miR-1227-3p"
"6932","hsa-miR-1228-5p","MIMAT0005582","Homo sapiens","miR-1228-5p"
"6933","hsa-miR-1228-3p","MIMAT0005583","Homo sapiens","miR-1228-3p"
"6934","hsa-miR-1229-5p","MIMAT0022942","Homo sapiens","miR-1229-5p"
"6935","hsa-miR-1229-3p","MIMAT0005584","Homo sapiens","miR-1229-3p"
"6937","hsa-miR-1231","MIMAT0005586","Homo sapiens","miR-1231"
"6939","hsa-miR-1233-5p","MIMAT0022943","Homo sapiens","miR-1233-5p"
"6940","hsa-miR-1233-3p","MIMAT0005588","Homo sapiens","miR-1233-3p"
"6941","hsa-miR-1234-3p","MIMAT0005589","Homo sapiens","miR-1234-3p"
"6943","hsa-miR-1236-5p","MIMAT0022945","Homo sapiens","miR-1236-5p"
"6944","hsa-miR-1236-3p","MIMAT0005591","Homo sapiens","miR-1236-3p"
"6945","hsa-miR-1237-5p","MIMAT0022946","Homo sapiens","miR-1237-5p"
"6946","hsa-miR-1237-3p","MIMAT0005592","Homo sapiens","miR-1237-3p"
"6947","hsa-miR-1238-5p","MIMAT0022947","Homo sapiens","miR-1238-5p"
"6948","hsa-miR-1238-3p","MIMAT0005593","Homo sapiens","miR-1238-3p"
"6952","hsa-miR-1200","MIMAT0005863","Homo sapiens","miR-1200"
"6953","hsa-miR-1202","MIMAT0005865","Homo sapiens","miR-1202"
"6954","hsa-miR-1203","MIMAT0005866","Homo sapiens","miR-1203"
"6955","hsa-miR-663b","MIMAT0005867","Homo sapiens","miR-663b"
"6956","hsa-miR-1204","MIMAT0005868","Homo sapiens","miR-1204"
"6957","hsa-miR-1205","MIMAT0005869","Homo sapiens","miR-1205"
"6958","hsa-miR-1206","MIMAT0005870","Homo sapiens","miR-1206"
"6959","hsa-miR-1207-5p","MIMAT0005871","Homo sapiens","miR-1207-5p"
"6960","hsa-miR-1207-3p","MIMAT0005872","Homo sapiens","miR-1207-3p"
"6961","hsa-miR-1208","MIMAT0005873","Homo sapiens","miR-1208"
"6966","hsa-miR-548e-5p","MIMAT0026736","Homo sapiens","miR-548e-5p"
"6967","hsa-miR-548e-3p","MIMAT0005874","Homo sapiens","miR-548e-3p"
"6968","hsa-miR-548j-5p","MIMAT0005875","Homo sapiens","miR-548j-5p"
"6969","hsa-miR-548j-3p","MIMAT0026737","Homo sapiens","miR-548j-3p"
"6970","hsa-miR-1285-5p","MIMAT0022719","Homo sapiens","miR-1285-5p"
"6971","hsa-miR-1285-3p","MIMAT0005876","Homo sapiens","miR-1285-3p"
"6972","hsa-miR-1286","MIMAT0005877","Homo sapiens","miR-1286"
"6973","hsa-miR-1287-5p","MIMAT0005878","Homo sapiens","miR-1287-5p"
"6974","hsa-miR-1287-3p","MIMAT0026738","Homo sapiens","miR-1287-3p"
"6975","hsa-miR-1289","MIMAT0005879","Homo sapiens","miR-1289"
"6976","hsa-miR-1290","MIMAT0005880","Homo sapiens","miR-1290"
"6977","hsa-miR-1291","MIMAT0005881","Homo sapiens","miR-1291"
"6978","hsa-miR-548k","MIMAT0005882","Homo sapiens","miR-548k"
"6979","hsa-miR-1293","MIMAT0005883","Homo sapiens","miR-1293"
"6980","hsa-miR-1294","MIMAT0005884","Homo sapiens","miR-1294"
"6981","hsa-miR-1295a","MIMAT0005885","Homo sapiens","miR-1295a"
"6982","hsa-miR-1297","MIMAT0005886","Homo sapiens","miR-1297"
"6983","hsa-miR-1299","MIMAT0005887","Homo sapiens","miR-1299"
"6984","hsa-miR-548l","MIMAT0005889","Homo sapiens","miR-548l"
"6985","hsa-miR-1302","MIMAT0005890","Homo sapiens","miR-1302"
"6986","hsa-miR-1303","MIMAT0005891","Homo sapiens","miR-1303"
"6987","hsa-miR-1304-5p","MIMAT0005892","Homo sapiens","miR-1304-5p"
"6988","hsa-miR-1304-3p","MIMAT0022720","Homo sapiens","miR-1304-3p"
"6989","hsa-miR-1305","MIMAT0005893","Homo sapiens","miR-1305"
"6990","hsa-miR-1243","MIMAT0005894","Homo sapiens","miR-1243"
"6991","hsa-miR-548f-5p","MIMAT0026739","Homo sapiens","miR-548f-5p"
"6992","hsa-miR-548f-3p","MIMAT0005895","Homo sapiens","miR-548f-3p"
"6993","hsa-miR-1244","MIMAT0005896","Homo sapiens","miR-1244"
"6994","hsa-miR-1245a","MIMAT0005897","Homo sapiens","miR-1245a"
"6995","hsa-miR-1246","MIMAT0005898","Homo sapiens","miR-1246"
"6996","hsa-miR-1247-5p","MIMAT0005899","Homo sapiens","miR-1247-5p"
"6997","hsa-miR-1247-3p","MIMAT0022721","Homo sapiens","miR-1247-3p"
"6998","hsa-miR-1248","MIMAT0005900","Homo sapiens","miR-1248"
"6999","hsa-miR-1249-5p","MIMAT0032029","Homo sapiens","miR-1249-5p"
"7000","hsa-miR-1249-3p","MIMAT0005901","Homo sapiens","miR-1249-3p"
"7001","hsa-miR-1250-5p","MIMAT0005902","Homo sapiens","miR-1250-5p"
"7002","hsa-miR-1250-3p","MIMAT0026740","Homo sapiens","miR-1250-3p"
"7003","hsa-miR-1251-5p","MIMAT0005903","Homo sapiens","miR-1251-5p"
"7004","hsa-miR-1251-3p","MIMAT0026741","Homo sapiens","miR-1251-3p"
"7005","hsa-miR-1253","MIMAT0005904","Homo sapiens","miR-1253"
"7006","hsa-miR-1254","MIMAT0005905","Homo sapiens","miR-1254"
"7007","hsa-miR-1255a","MIMAT0005906","Homo sapiens","miR-1255a"
"7008","hsa-miR-1256","MIMAT0005907","Homo sapiens","miR-1256"
"7009","hsa-miR-1257","MIMAT0005908","Homo sapiens","miR-1257"
"7010","hsa-miR-1258","MIMAT0005909","Homo sapiens","miR-1258"
"7011","hsa-miR-1260a","MIMAT0005911","Homo sapiens","miR-1260a"
"7012","hsa-miR-548g-5p","MIMAT0022722","Homo sapiens","miR-548g-5p"
"7013","hsa-miR-548g-3p","MIMAT0005912","Homo sapiens","miR-548g-3p"
"7014","hsa-miR-1261","MIMAT0005913","Homo sapiens","miR-1261"
"7015","hsa-miR-1262","MIMAT0005914","Homo sapiens","miR-1262"
"7016","hsa-miR-1263","MIMAT0005915","Homo sapiens","miR-1263"
"7017","hsa-miR-548n","MIMAT0005916","Homo sapiens","miR-548n"
"7018","hsa-miR-548m","MIMAT0005917","Homo sapiens","miR-548m"
"7019","hsa-miR-1265","MIMAT0005918","Homo sapiens","miR-1265"
"7020","hsa-miR-548o-3p","MIMAT0005919","Homo sapiens","miR-548o-3p"
"7021","hsa-miR-1266-5p","MIMAT0005920","Homo sapiens","miR-1266-5p"
"7022","hsa-miR-1266-3p","MIMAT0026742","Homo sapiens","miR-1266-3p"
"7023","hsa-miR-1267","MIMAT0005921","Homo sapiens","miR-1267"
"7024","hsa-miR-1268a","MIMAT0005922","Homo sapiens","miR-1268a"
"7025","hsa-miR-1269a","MIMAT0005923","Homo sapiens","miR-1269a"
"7026","hsa-miR-1270","MIMAT0005924","Homo sapiens","miR-1270"
"7027","hsa-miR-1272","MIMAT0005925","Homo sapiens","miR-1272"
"7028","hsa-miR-1273a","MIMAT0005926","Homo sapiens","miR-1273a"
"7029","hsa-miR-548h-5p","MIMAT0005928","Homo sapiens","miR-548h-5p"
"7030","hsa-miR-548h-3p","MIMAT0022723","Homo sapiens","miR-548h-3p"
"7031","hsa-miR-1275","MIMAT0005929","Homo sapiens","miR-1275"
"7032","hsa-miR-1276","MIMAT0005930","Homo sapiens","miR-1276"
"7033","hsa-miR-302e","MIMAT0005931","Homo sapiens","miR-302e"
"7034","hsa-miR-302f","MIMAT0005932","Homo sapiens","miR-302f"
"7035","hsa-miR-1277-5p","MIMAT0022724","Homo sapiens","miR-1277-5p"
"7036","hsa-miR-1277-3p","MIMAT0005933","Homo sapiens","miR-1277-3p"
"7037","hsa-miR-548p","MIMAT0005934","Homo sapiens","miR-548p"
"7038","hsa-miR-548i","MIMAT0005935","Homo sapiens","miR-548i"
"7039","hsa-miR-1278","MIMAT0005936","Homo sapiens","miR-1278"
"7040","hsa-miR-1279","MIMAT0005937","Homo sapiens","miR-1279"
"7041","hsa-miR-1281","MIMAT0005939","Homo sapiens","miR-1281"
"7042","hsa-miR-1282","MIMAT0005940","Homo sapiens","miR-1282"
"7043","hsa-miR-1284","MIMAT0005941","Homo sapiens","miR-1284"
"7044","hsa-miR-1288-5p","MIMAT0026743","Homo sapiens","miR-1288-5p"
"7045","hsa-miR-1288-3p","MIMAT0005942","Homo sapiens","miR-1288-3p"
"7046","hsa-miR-1292-5p","MIMAT0005943","Homo sapiens","miR-1292-5p"
"7047","hsa-miR-1292-3p","MIMAT0022948","Homo sapiens","miR-1292-3p"
"7048","hsa-miR-1252-5p","MIMAT0005944","Homo sapiens","miR-1252-5p"
"7049","hsa-miR-1252-3p","MIMAT0026744","Homo sapiens","miR-1252-3p"
"7050","hsa-miR-1255b-5p","MIMAT0005945","Homo sapiens","miR-1255b-5p"
"7051","hsa-miR-1255b-2-3p","MIMAT0022725","Homo sapiens","miR-1255b-2-3p"
"7055","hsa-miR-664a-5p","MIMAT0005948","Homo sapiens","miR-664a-5p"
"7056","hsa-miR-664a-3p","MIMAT0005949","Homo sapiens","miR-664a-3p"
"7057","hsa-miR-1306-5p","MIMAT0022726","Homo sapiens","miR-1306-5p"
"7058","hsa-miR-1306-3p","MIMAT0005950","Homo sapiens","miR-1306-3p"
"7059","hsa-miR-1307-5p","MIMAT0022727","Homo sapiens","miR-1307-5p"
"7060","hsa-miR-1307-3p","MIMAT0005951","Homo sapiens","miR-1307-3p"
"7248","hsa-miR-513b-5p","MIMAT0005788","Homo sapiens","miR-513b-5p"
"7249","hsa-miR-513b-3p","MIMAT0026749","Homo sapiens","miR-513b-3p"
"7250","hsa-miR-513c-5p","MIMAT0005789","Homo sapiens","miR-513c-5p"
"7251","hsa-miR-513c-3p","MIMAT0022728","Homo sapiens","miR-513c-3p"
"7252","hsa-miR-1321","MIMAT0005952","Homo sapiens","miR-1321"
"7253","hsa-miR-1322","MIMAT0005953","Homo sapiens","miR-1322"
"7254","hsa-miR-1197","MIMAT0005955","Homo sapiens","miR-1197"
"7255","hsa-miR-1324","MIMAT0005956","Homo sapiens","miR-1324"
"7901","hsa-miR-1469","MIMAT0007347","Homo sapiens","miR-1469"
"7902","hsa-miR-1470","MIMAT0007348","Homo sapiens","miR-1470"
"7903","hsa-miR-1471","MIMAT0007349","Homo sapiens","miR-1471"
"8105","hsa-miR-1537-5p","MIMAT0026765","Homo sapiens","miR-1537-5p"
"8106","hsa-miR-1537-3p","MIMAT0007399","Homo sapiens","miR-1537-3p"
"8107","hsa-miR-1538","MIMAT0007400","Homo sapiens","miR-1538"
"8108","hsa-miR-1539","MIMAT0007401","Homo sapiens","miR-1539"
"8109","hsa-miR-103b","MIMAT0007402","Homo sapiens","miR-103b"
"9236","hsa-miR-320d","MIMAT0006764","Homo sapiens","miR-320d"
"9237","hsa-miR-1825","MIMAT0006765","Homo sapiens","miR-1825"
"9238","hsa-miR-1827","MIMAT0006767","Homo sapiens","miR-1827"
"9393","hsa-miR-1908-5p","MIMAT0007881","Homo sapiens","miR-1908-5p"
"9394","hsa-miR-1908-3p","MIMAT0026916","Homo sapiens","miR-1908-3p"
"9395","hsa-miR-1909-5p","MIMAT0007882","Homo sapiens","miR-1909-5p"
"9396","hsa-miR-1909-3p","MIMAT0007883","Homo sapiens","miR-1909-3p"
"9397","hsa-miR-1910-5p","MIMAT0007884","Homo sapiens","miR-1910-5p"
"9398","hsa-miR-1910-3p","MIMAT0026917","Homo sapiens","miR-1910-3p"
"9399","hsa-miR-1911-5p","MIMAT0007885","Homo sapiens","miR-1911-5p"
"9400","hsa-miR-1911-3p","MIMAT0007886","Homo sapiens","miR-1911-3p"
"9401","hsa-miR-1912","MIMAT0007887","Homo sapiens","miR-1912"
"9402","hsa-miR-1913","MIMAT0007888","Homo sapiens","miR-1913"
"9403","hsa-miR-1914-5p","MIMAT0007889","Homo sapiens","miR-1914-5p"
"9404","hsa-miR-1914-3p","MIMAT0007890","Homo sapiens","miR-1914-3p"
"9405","hsa-miR-1915-5p","MIMAT0007891","Homo sapiens","miR-1915-5p"
"9406","hsa-miR-1915-3p","MIMAT0007892","Homo sapiens","miR-1915-3p"
"11026","hsa-miR-1972","MIMAT0009447","Homo sapiens","miR-1972"
"11027","hsa-miR-1973","MIMAT0009448","Homo sapiens","miR-1973"
"11028","hsa-miR-1976","MIMAT0009451","Homo sapiens","miR-1976"
"11594","hsa-miR-2052","MIMAT0009977","Homo sapiens","miR-2052"
"11595","hsa-miR-2053","MIMAT0009978","Homo sapiens","miR-2053"
"11596","hsa-miR-2054","MIMAT0009979","Homo sapiens","miR-2054"
"11778","hsa-miR-2110","MIMAT0010133","Homo sapiens","miR-2110"
"11785","hsa-miR-2114-5p","MIMAT0011156","Homo sapiens","miR-2114-5p"
"11786","hsa-miR-2114-3p","MIMAT0011157","Homo sapiens","miR-2114-3p"
"11787","hsa-miR-2115-5p","MIMAT0011158","Homo sapiens","miR-2115-5p"
"11788","hsa-miR-2115-3p","MIMAT0011159","Homo sapiens","miR-2115-3p"
